,Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class
331,KEK,POS 2.0,PoS,12330806.30517,21000000.0,,,,
332,BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,,,,
333,XIN,SHA-256,PoS,8999999990.0,9000000000.0,,,,
334,PURA,X11,PoW,175215859.0,350000000.0,,,,
335,INN,NeoScrypt,PoW,6375259.04,45000000.0,,,,
336,ELLA,Ethash,PoW,12756367.0,280000000.0,,,,
337,GBX,NeoScrypt,PoW,5832306.875,31800000.0,,,,
338,MAG,X11,PoW/PoS,38198594.8342105,144000000.0,,,,
339,TAU,DPoS,DPoS,288090567.493887,500000000.0,,,,
340,ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,,,,
341,BCD,X13,PoW/PoS,183534024.889807,210000000.0,,,,
342,XSH,Multiple,PoW,481730566.566176,660000000.0,,,,
343,CNBC,Scrypt,PoW/PoS,110976977.29338,210000000.0,,,,
344,XUN,CryptoNight,PoW,19281821413.4924,85000000000.0,,,,
345,COAL,CryptoNight,PoW,4500000.0,12500000.0,,,,
346,DAXX,Ethash,PoW,520891780.0,10000000000.0,,,,
347,BWK,NIST5,PoS,13247178.8807286,27716121.0,,,,
348,KLKS,Quark,PoS,16955764.902064,20000000.0,,,,
349,AC3,X11,PoW,80316207.0,550000000.0,,,,
350,LTHN,CryptoNight-V7,PoW,441250233.377,999481516.0,,,,
351,GER,Scrypt,PoW/PoS,4911500269.41,50000000000.0,,,,
352,LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,,,,
353,POP,Scrypt,PoW,3964201248.87125,4999999999.0,,,,
354,PNX,X11,PoW/PoS,45174214.1078625,50000000.0,,,,
355,PHO,BLAKE256,PoW,30089671530.5228,90000000000.0,,,,
356,SUCR,X11,PoW,4229040.50393462,19800000.0,,,,
357,SPK,NeoScrypt,PoW,7847417.33355824,21000000.0,,,,
358,WAGE,Quark,PoS,27299680.0,120000000.0,,,,
359,GUN,NeoScrypt,PoW,299797953.0,500000000.0,,,,
360,IRL,Scrypt,PoW,45483049.3398182,64000000.0,,,,
361,TROLL,Scrypt,PoW/PoS,591022748.0,900000000.0,,,,
362,LCP,Scrypt,PoW/PoS,2504486.227718,4000000.0,,,,
363,MONK,X11,PoS,4407252.0,21000000.0,,,,
364,PCOIN,X11,PoW,8478104.33969947,23000000.0,,,,
365,UBTC,SHA-256,PoW,20166000.0,20166000.0,,,,
366,ITZ,C11,PoW,11916588.09471,23000000.0,,,,
367,TPAY,POS 3.0,PoS,20445861.5344251,25000000.0,,,,
368,MCT,Ethash,PoS,1618033.0,1618033.0,,,,
369,MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,,,,
370,TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,,,,
371,MUN,SkunkHash,PoW,4818338.98949984,16600000.0,,,,
372,USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,,,,
373,NBR,CryptoNight,PoW,133932467.774108,336000000.0,,,,
374,SSS,Scrypt,PoW,10000000000.0,10000000000.0,,,,
375,TRF,Dagger,PoW,107325266.027783,100000000.0,,,,
376,KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,,,,
377,TOKC,X13,PoS,230298925.0,800000000.0,,,,
378,BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,,,,
379,LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,,,,
380,FLIP,Scrypt,PoW,12446100.00278,40000000.0,,,,
381,LOT,Scrypt,PoW,14491014421.0,18406979840.0,,,,
382,CIF,X11,PoW,211297638.500483,500000000.0,,,,
383,SPD,C11,PoW/PoS,11251342.1879021,19340594.0,,,,
384,POA,Proof-of-Authority,PoA,204479039.0,252460800.0,,,,
385,PUSHI,X11,PoW/PoS,2167827.1,25000000.0,,,,
386,ELP,XEVAN,PoW/PoS,419275.38,60000000.0,,,,
387,VLX,Scrypt,PoS,25570013.1348022,124000000.0,,,,
388,ONT,VBFT,PoS,650848625.0,1000000000.0,,,,
389,CLO,Ethash,PoW,247612453.0,6500000000.0,,,,
390,TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,,,,
391,PSD,Scrypt,PoW,4070212.1493016,21000000.0,,,,
392,ADK,IMesh,PoW,25000000.0,25000000.0,,,,
393,BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,,,,
394,BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,,,,
395,IC,Scrypt,PoW/PoS,1182153.5,5000000.0,,,,
396,BTL,Equihash,PoW,71355477.0,70000000.0,,,,
397,MEDIC,Scrypt,PoS,267297676.3125,500000000.0,,,,
398,ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,,,,
399,BITG,Green Protocol,PoS,9803691.3618195,21000000.0,,,,
400,DEV,PoS,PoS,21876586.8530324,88000000.0,,,,
401,ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,,,,
402,SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,,,,
403,FTO,X11,PoW,31801461.1867843,100000000.0,,,,
404,CARE,Quark,PoW/PoS,139739596.506702,200000000.0,,,,
405,NZL,PoS,PoS,11075254.0929996,80000000.0,,,,
406,XMC,CryptoNight,PoW,16016864.0,18400000.0,,,,
407,PROTON,X16R,PoS,4403800.0,45000000.0,,,,
408,DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,,,,
409,JUMP,NIST5,PoW,21069346.2522598,21000000.0,,,,
410,INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,,,,
411,XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,,,,
412,KEC,Tribus,PoW,795447.0,18000000.0,,,,
413,HWC,Scrypt,PoS,38706809.466535,26000000.0,,,,
414,GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,,,,
415,PLTC,CryptoNight,PoW,84300.0,600000518.0,,,,
416,LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,,,,
417,NCP,CryptoNight,PoW,41294520017.0,184000000000.0,,,,
418,SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,,,,
419,XT3,Scrypt,PoS,7630000.0154,44000000.0,,,,
420,MGD,Jump Consistent Hash,PoW,135862416.039898,168000000.0,,,,
421,VIG,SHA-256D,PoW/PoS,33238183.7225834,100000000.0,,,,
422,PLURA,CryptoNight,PoW,560085952.404637,1000000000.0,,,,
423,EMAR,Scrypt,PoW/PoS,21599339.6728,84000000.0,,,,
424,DKD,X15,PoS,30284196.369129,90000000.0,,,,
425,LYNX,Scrypt,HPoW,77872059787.8998,92000000000.0,,,,
426,POSQ,Quark,PoS,2716264.95302831,650000000.0,,,,
427,BWS,SHA-256,PoS,57811001.000889,100262205.0,,,,
428,MUSE,DPoS,PoS,18194936.0,18081806.0,,,,
429,XMN,X16R,PoW,8125865.02097646,22075700.0,,,,
430,PLUS1,HMQ1725,PoW,8645406.16776286,21000000.0,,,,
431,AXE,X11,PoW,4993030.69736615,21000000.0,,,,
432,TRVC,X16R,PoW/PoS,36923120.6205934,82546564.0,,,,
433,DTEM,Quark,PoS,7082392.24744494,21000000.0,,,,
434,GIC,Quark,PoW/PoS,5919489.76813523,5151000.0,,,,
435,PNY,Scrypt,PoS,1042012.45227735,16880000000.0,,,,
436,ABS,Lyra2REv2,PoW/PoS,13332617.9413708,52500000.0,,,,
437,VITAE,Quark,PoS,66053877.6256106,100000000.0,,,,
438,HEX,Scrypt,PoW,1416663.06600024,22105263.0,,,,
439,TPC,Scrypt,PoW/PoS,5403802.49590733,1000000000.0,,,,
440,WEBC,CryptoNight-V7,PoW,15580199.3087496,1750000000.0,,,,
441,RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,,,,
442,URALS,XEVAN,PoW,14746153.0962884,210000000.0,,,,
443,QWC,CryptoNight Heavy,PoW,99553110528.8022,184470000000.0,,,,
444,ARE,X11,PoS,19269509.94,55000000.0,,,,
445,EUNO,X11,PoW/PoS,30771125.9760867,50000000.0,,,,
446,MMO,Scrypt,PoS,107763867.917675,260000000.0,,,,
447,KETAN,PoS,PoS,9327131.59708692,210000000.0,,,,
448,PPAI,SHA-256,PoW,2100000000.0,2100000000.0,,,,
449,XDNA,Keccak,PoW/PoS,4672513.84432375,366000000.0,,,,
450,PAXEX,X11,PoS,4504639.0,100000000.0,,,,
451,AZART,X11,PoW,5015881.37315389,25000000.0,,,,
452,TSC,Scrypt,PoW/PoS,1059954080.43439,18000000000.0,,,,
453,KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,,,,
454,XCG,X16R,PoW,9753753.61515394,100000000.0,,,,
455,AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,,,,
456,CRYP,Equihash,PoW,4235111504.0,7600000000.0,,,,
457,BTXC,XEVAN,PoS,6787405.18013774,50000000.0,,,,
458,ACM,Lyra2Z,PoW,13634850.0,84000000.0,,,,
459,BSV,SHA-256,PoW,17992514.6469233,21000000.0,,,,
460,BITM,XEVAN,Pos,208515864.367343,70000000000.0,,,,
461,JMC,X11,PoS,17209923728.3266,0.0,,,,
462,FRED,CryptoNight,PoW,1867054873.28397,8080000000.0,,,,
463,HERB,Quark,PoW/PoS,35312185.7437239,54000000.0,,,,
464,UMO,Blake,PoW,1578281.31341127,105120001.44,,,,
465,LIT,Blake,PoW,15846721.2482747,25228800.0,,,,
466,PIRATE,Equihash,PoS,13475920.0,105000000.0,,,,
467,EXO,Exosis,PoW,406091.925,21000000.0,,,,
468,BLTG,Scrypt,PoW,35284717.173946,120000000.0,,,,
469,OWC,Scrypt,PoW/PoS,14777549.3940764,21000000.0,,,,
470,BEAM,Equihash,PoW,35687520.0,262800000.0,,,,
471,GALI,Quark,PoW/PoS,18265011.2486006,19035999.0,,,,
472,BTH,Equihash,PoW,25150787.5,30886000.0,,,,
473,CSPN,Quark,PoS,1934701.67524713,13370000.0,,,,
474,CREDIT,Scrypt,PoW/PoS,30825710000.0296,74800000000.0,,,,
475,SLC,QuBit,PoW,12925790.4226959,100000000.0,,,,
476,DASHP,X11,PoS,715659.44237941,19700000.0,,,,
477,NSD,Scrypt,PoW/PoS,20546528.2059957,84000000.0,,,,
478,BEET,XEVAN,PoW/PoS,198938144.363399,500000000.0,,,,
479,TTN,SHA-256D,PoW/PoS,896361168.0,5000000000.0,,,,
480,AWR,X11,PoW/PoS,15420234.5389336,420000000.0,,,,
481,BLAST,SHA-256,PoW,52293836.6277958,64000000.0,,,,
482,XRC,X13,PoW,1170292.5,2100000.0,,,,
483,GLT,SHA-256,PoW,84613099.9999955,168000000.0,,,,
484,INSN,X11,PoW/PoS,23775960.3207514,30000000.0,,,,
485,ALX,DPoS,DPoS,1000000000.0,1000000000.0,,,,
486,LDOGE,Scrypt,PoW/PoS,15318887081.0146,35000000000.0,,,,
487,SLR,Scrypt,PoW,55565076.3863525,98100000000.0,,,,
488,TRK,X11,PoW/PoS,242574105.22384,0.0,,,,
489,UFO,NeoScrypt,PoW,3824685012.0,4000000000.0,,,,
490,OC,Scrypt,PoW/PoS,3537150.0,200000000.0,,,,
491,BLC,Blake,PoW,23356790.1494191,7000000000.0,,,,
492,BITS,Scrypt,PoW/PoS,20576532.0,54256119.0,,,,
493,NEOS,SHA-256,PoS,4392258.24647793,21000000.0,,,,
494,HYPER,Scrypt,PoW/PoS,9631199.99309942,0.0,,,,
495,PINK,X11,PoW/PoS,436353624.490312,500000000.0,,,,
496,CESC,Scrypt,PoW,780210700.0,1000000000.0,,,,
497,ADC,Scrypt,PoW/PoS,980732528.97974,10500000000.0,,,,
498,NKA,SHA-256,PoW/PoS,17939725045.334,190000000.0,,,,
499,PIGGY,X11,PoW/PoS,494240666.028571,1000000000.0,,,,
500,CRW,SHA-256,PoW,22986929.0854247,42000000.0,,,,
501,GEN,Scrypt,PoW/PoS,60000000.0,15000000.0,,,,
502,SMLY,Scrypt,PoW,29583989322.9213,50000000000.0,,,,
503,MI,Scrypt,PoW/PoS,404316475.545465,400000000.0,,,,
504,GRS,Groestl,PoW,73298203.8873662,105000000.0,,,,
505,CPC,X11,PoW/PoS,201364327.427503,208000000.0,,,,
506,CLUB,Scrypt,PoW/PoS,103621876.167052,160000000.0,,,,
507,RADS,PoS,PoS,3821245.74150193,9000000.0,,,,
508,BTA,Scrypt,PoW,5052555.91981545,5000000.0,,,,
509,PAK,Scrypt,PoW,69684455.4387001,182000000.0,,,,
510,CRB,X11,Proof of Trust,16901016.6609755,16504333.0,,,,
511,OK,SHA-256,PoW/PoS,74676064.9488608,105000000.0,,,,
512,LSK,DPoS,DPoS,120012140.0,159918400.0,,,,
513,XHI,Scrypt,PoS,10000244677.7002,10008835635.0,,,,
514,XWC,Scrypt,PoW/PoS,252005564.19257,300000000.0,,,,
515,FSC,NeoScrypt,PoW/PoS,1120385.00502,60168145.0,,,,
516,J,Multiple,PoW,3332922.5,2800000.0,,,,
517,TRI,X13,PoW/PoS,140777.753365,120000.0,,,,
518,VOLLAR,Equihash+Scrypt,PoW,100000000.0,2100000000.0,,,,
519,EOS,DPoS,DPoS,1020544523.0722,0.0,,,,
520,RCC,Ethash,PoW,24487944.0958204,24487944.0,,,,
521,OXY,DPoS,DPoS,1122382283.37,0.0,,,,
522,TCH,SHA-256,PoS,1000000000.0,1000000000.0,,,,
523,WAVES,Leased POS,LPoS,100000000.0,100000000.0,,,,
524,PART,PoS,PoS,9283137.5558676,8634140.0,,,,
525,BTT,TRC10,DPoS,989988713439.649,990000000000.0,,,,
526,NXT,PoS,PoS/LPoS,1000000000.0,1000000000.0,,,,
527,ZEPH,SHA-256,DPoS,1999999995.3056,2000000000.0,,,,
528,GAP,Scrypt,PoW/PoS,14931046.1546605,250000000.0,,,,
529,BDX,CryptoNight,PoW,980222595.0,1400222610.0,,,,
530,ZEN,Equihash,PoW,7296537.5,21000000.0,,,,
531,XBC,Scrypt,PoS,128326.99633965,1000000.0,,,,
42,,,,,,-0.33784343267790873,1.0274995271310676,-0.5540021908539077,0.0
404,,,,,,-0.3212074371764541,1.0276828987306952,-0.5544209144185877,0.0
1337,,,,,,2.2956655041236957,1.6369853118203508,-0.6508492666580452,0.0
BTC,,,,,,-0.15295919748241177,-1.3054662417008929,0.14385925030574617,3.0
ETH,,,,,,-0.14377169947310162,-2.046854459026093,0.3888676198810437,3.0
LTC,,,,,,-0.16450471236924444,-1.129742452723199,0.014572756794962482,3.0
DASH,,,,,,-0.4001473369945505,1.2469978206689765,-0.5402945923801044,0.0
XMR,,,,,,-0.1366676218479913,-2.2180631647045845,0.4615471938725935,3.0
ETC,,,,,,-0.1422159556284491,-2.046952089326583,0.38884326020826104,3.0
ZEC,,,,,,-0.17677197638130288,-2.015235023397983,0.4890104134712718,3.0
BTS,,,,,,-0.22790750962809994,1.5704225109557128,-0.10814068387467725,0.0
DGB,,,,,,0.15765326944444055,-1.8208813525631455,0.3670258042674695,3.0
BTCD,,,,,,-0.3251302774364704,0.8517544719129558,-0.42474068542629895,0.0
XPY,,,,,,-0.27516269721735565,0.6389899617909364,-0.1021554792973933,0.0
PRC,,,,,,-0.16564920490203575,-1.1297361586318675,0.014599125453148799,3.0
KOBO,,,,,,-0.2577434247396981,1.9155948651563541,-0.6900015324985278,0.0
SPR,,,,,,-0.2281604353737503,-0.9102284253981489,0.02831043061429286,3.0
ARG,,,,,,-0.16526630394246714,-1.1297539665730156,0.014592327991448722,3.0
AUR,,,,,,-0.3375035395147833,1.027499048357275,-0.554010201125087,0.0
BLU,,,,,,-0.3300931343778712,1.0277624751573948,-0.554220150759825,0.0
XMY,,,,,,-0.09537190564826069,-1.8158570834565624,0.3723870455527687,3.0
MOON,,,,,,2.552339256363917,-1.3125471079258282,-0.026380239476963666,3.0
ZET,,,,,,-0.15004859003068255,-1.3054740671770462,0.14379113626971324,3.0
SXC,,,,,,-0.16252584729563507,-1.1297942125394806,0.014532434658893659,3.0
QTL,,,,,,-0.16507060331413778,-1.1297731119890542,0.014590148717284411,3.0
ENRG,,,,,,-0.3363424299558097,1.0275504523827153,-0.5540444032209235,0.0
QRK,,,,,,-0.2422236793537648,-0.36677859926540185,0.0231590501580517,3.0
RIC,,,,,,-0.21157723432297146,-1.1906450725309674,0.13221453908477884,3.0
DGC,,,,,,-0.1651193563570522,-1.1297376398922083,0.014586733248373054,3.0
BTB,,,,,,-0.33783937481070664,1.0274993067087133,-0.5540022588044605,0.0
CAT,,,,,,-0.16563149909067115,-1.129735557918522,0.014598627516584368,3.0
CBX,,,,,,-0.3378236806611369,1.027499481045873,-0.5540026539956948,0.0
CCN,,,,,,-0.1657178261263659,-1.1297328570419019,0.014600329451515119,3.0
CRYPT,,,,,,-0.22824963809642793,-0.9102300193182744,0.028312754555206276,3.0
CSC,,,,,,0.7031665495519636,0.27730941901482975,-0.5769984540914241,0.0
DMD,,,,,,-0.384680099599249,0.9666017721371956,-0.4363666370010781,0.0
XVG,,,,,,0.18135967358861596,-1.816893317763216,0.3659486469336719,3.0
DVC,,,,,,0.22431120137702387,-1.3076926460785177,0.13518663648650317,3.0
EAC,,,,,,0.08263280330477603,-1.1309669285648438,0.008861445996000812,3.0
EFL,,,,,,-0.16546451506361953,-1.1297298925733161,0.014593931462217111,3.0
EMC2,,,,,,-0.16107649062795137,-1.1297807034450194,0.014496272742576102,3.0
EMD,,,,,,-0.16540389262808508,-1.1297357145706657,0.014593242370999557,3.0
EXCL,,,,,,-0.3436134207514258,1.5018355979914806,-0.08810460289119162,0.0
FLT,,,,,,-0.25132354554957403,0.3713908829785846,-0.172950994702728,0.0
FRK,,,,,,-0.16577474073267057,-1.1297334241341725,0.01460175420868888,3.0
FTC,,,,,,-0.17356399045566395,-1.6403920447790914,0.24768159071129073,3.0
GDC,,,,,,-0.14502846386403687,-1.1300390211541076,0.014148458009451118,3.0
GLC,,,,,,-0.16457169302206126,-1.129734697690494,0.014573347666006148,3.0
GLD,,,,,,-0.16484869738279015,-1.1297457042323267,0.01458134517365239,3.0
HBN,,,,,,-0.3359052001148724,1.0274793363413746,-0.554045618101931,0.0
HYP,,,,,,-0.3300359838528183,1.034925690894622,-0.2182770393577286,0.0
IFC,,,,,,1.5804600801553457,-1.1353724085016688,-0.026141920796001555,3.0
IOC,,,,,,-0.4000422030357852,1.2470013875979766,-0.5402975490388618,0.0
IXC,,,,,,-0.15292062827793482,-1.3054649331454347,0.14385816563264878,3.0
KGC,,,,,,-0.162142173213771,-1.1297922406157492,0.014523068691358177,3.0
LKY,,,,,,-0.16549091580857497,-1.129730072032552,0.014594581580818833,3.0
LTB,,,,,,-0.1658451873134439,-1.129728733482958,0.014602822470215163,3.0
MAX,,,,,,-0.3259746299867256,1.9811449506265049,-0.6328061073210303,0.0
MEC,,,,,,-0.1651055673416061,-1.1297327556609977,0.014585776072148568,3.0
MED,,,,,,-0.15881462024471812,-2.231766642628317,0.38139455085108487,3.0
MINT,,,,,,-0.028216051980173795,0.8235378121802759,-0.23871846183639922,0.0
MINC,,,,,,-0.16572663240828756,-1.1297309067880137,0.014600287149604005,3.0
MZC,,,,,,-0.2884929765796378,0.8512804854084131,-0.425549661872753,0.0
NAUT,,,,,,-0.28762731224253035,0.8147250560487824,-0.2314216029852136,0.0
NAV,,,,,,-0.2844794126132407,1.774464475571052,-0.607299036968933,0.0
NOBL,,,,,,-0.030829197422636886,-1.1358907837282248,0.012190827860214323,3.0
NMC,,,,,,-0.1529981155348202,-1.3054675620918494,0.14386034478940724,3.0
NYAN,,,,,,-0.15940023685297183,-1.1297504823451987,0.014452567712914434,3.0
OPAL,,,,,,-0.28510061745920134,1.7744433996636244,-0.6072815669642785,0.0
ORB,,,,,,-0.3503968216526057,0.5169091838031943,-0.3208180153037932,0.0
POT,,,,,,-0.3321543880977772,1.0273917165386623,-0.5541233982580914,0.0
PXC,,,,,,-0.3362476390829321,1.0274834757804645,-0.5540380193274814,0.0
RDD,,,,,,0.01972009871304766,1.0396307523695434,-0.5640578699113593,0.0
RPC,,,,,,-0.16570609381914259,-1.1297380887287727,0.014600725327414488,3.0
SBC,,,,,,-0.16380319307659344,-1.1298375496473718,0.01456835716800324,3.0
SMC,,,,,,-0.16519361742111524,-1.1297423324881783,0.014589101846212519,3.0
SUPER,,,,,,-0.34989049864094623,1.0342520774828705,-0.21771867528828037,0.0
SYNC,,,,,,-0.4004132013740912,1.2470045573736999,-0.5402891470033001,0.0
SYS,,,,,,-0.1401696076285657,-1.305653313083586,0.14357963346553887,3.0
TES,,,,,,-0.2505051355441485,0.12883668679893076,0.12712372339097083,0.0
TGC,,,,,,-0.15246270550916965,-1.305468028088441,0.1438476896128506,3.0
